held_unknown,outer_fold,calibration_fold,observation_uid,master_sample_id,target_analyte,grouped_sample_fold_5,include_sers_qc_pass,field_quality_stress,instrument,sensor_family,partition
4_ANPP,0,4,session3_row74,65.0,ethyl_paraoxon,0,False,True,Pendar-2,H_SERS_H_Kit,locked_stress
4_ANPP,0,4,session3_row82,66.0,ethyl_paraoxon,2,False,True,Pendar-2,H_SERS_H_Kit,locked_stress
4_ANPP,0,4,session3_row83,67.0,4_nitrophenol,3,True,False,Pendar-2,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row84,68.0,ethyl_paraoxon,0,False,True,Pendar-2,H_SERS_H_Kit,locked_stress
4_ANPP,0,4,session3_row86,69.0,ethanol,4,False,True,Pendar-2,H_SERS_H_Kit,locked_stress
4_ANPP,0,4,session3_row93,70.0,ethanol,0,False,True,Pendar-2,H_SERS_H_Kit,locked_stress
4_ANPP,0,4,session3_row94,71.0,ethyl_paraoxon,2,False,True,Pendar-2,H_SERS_H_Kit,locked_stress
4_ANPP,0,4,session3_row95,72.0,4_nitrophenol,2,True,False,Pendar-2,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row96,73.0,ethanol,2,False,True,Pendar-2,H_SERS_H_Kit,locked_stress
4_ANPP,0,4,session3_row98,62.0,4_nitrophenol,4,True,False,RMX-1,H_SERS_H_Kit,calibration_known
4_ANPP,0,4,session3_row99,62.0,4_nitrophenol,4,True,False,Mira-2,H_SERS_H_Kit,calibration_known
4_ANPP,0,4,session3_row101,64.0,ethanol,2,True,False,Mira-2,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row103,63.0,ethanol,2,True,False,Mira-2,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row105,65.0,ethyl_paraoxon,0,True,False,Mira-2,H_SERS_H_Kit,excluded_outer_known_test
4_ANPP,0,4,session3_row128,61.0,ethyl_paraoxon,1,True,False,RMX-1,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row129,61.0,ethyl_paraoxon,1,True,False,Mira-2,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row130,57.0,ethyl_paraoxon,4,True,False,Mira-2,H_SERS_H_Kit,calibration_known
4_ANPP,0,4,session3_row133,56.0,4_nitrophenol,1,True,False,Mira-2,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row134,56.0,4_nitrophenol,1,True,False,RMX-1,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row135,58.0,4_nitrophenol,3,True,False,RMX-1,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row136,58.0,4_nitrophenol,3,True,False,Mira-2,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row139,60.0,ethanol,4,True,False,Mira-2,H_SERS_H_Kit,calibration_known
4_ANPP,0,4,session3_row141,59.0,4_nitrophenol,2,True,False,Mira-2,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row142,61.0,ethyl_paraoxon,1,True,False,RMX-1,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row143,61.0,ethyl_paraoxon,1,True,False,Mira-2,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row146,73.0,ethanol,2,True,False,Mira-2,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row147,72.0,4_nitrophenol,2,True,False,Mira-2,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row148,73.0,ethanol,2,True,False,Mira-2,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row149,70.0,ethanol,0,True,False,Mira-2,H_SERS_H_Kit,excluded_outer_known_test
4_ANPP,0,4,session3_row150,71.0,ethyl_paraoxon,2,True,False,Mira-2,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row154,70.0,ethanol,0,True,False,RMX-1,H_SERS_H_Kit,excluded_outer_known_test
4_ANPP,0,4,session3_row156,71.0,ethyl_paraoxon,2,True,False,RMX-1,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row157,73.0,ethanol,2,True,False,RMX-1,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row159,72.0,4_nitrophenol,2,True,False,RMX-1,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row162,66.0,ethyl_paraoxon,2,True,False,Mira-2,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row164,69.0,ethanol,4,True,False,Mira-2,H_SERS_H_Kit,calibration_known
4_ANPP,0,4,session3_row165,69.0,ethanol,4,True,False,Mira-2,H_SERS_H_Kit,calibration_known
4_ANPP,0,4,session3_row166,67.0,4_nitrophenol,3,True,False,RMX-1,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row167,67.0,4_nitrophenol,3,True,False,Mira-2,H_SERS_H_Kit,train_known
4_ANPP,0,4,session3_row169,68.0,ethyl_paraoxon,0,True,False,Mira-2,H_SERS_H_Kit,excluded_outer_known_test
4_ANPP,0,4,session3_row206,1.0,benzyl_fentanyl,1,True,False,Pendar-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row209,2.0,4_ANPP,3,True,False,Pendar-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row211,7.0,4_ANPP,0,True,False,Mira-3,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row212,3.0,blank,2,False,True,Pendar-1,pSERS_Metrohm_silver,locked_stress
4_ANPP,0,4,session3_row214,4.0,benzyl_fentanyl,2,True,False,Pendar-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row215,2.0,4_ANPP,3,True,False,Mira-3,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row217,7.0,4_ANPP,0,True,False,Pendar-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row219,3.0,blank,2,True,False,Mira-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row220,9.0,blank,2,True,False,Pendar-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row222,4.0,benzyl_fentanyl,2,True,False,Mira-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row223,10.0,blank,4,False,True,Pendar-1,pSERS_Metrohm_silver,locked_stress
4_ANPP,0,4,session3_row224,11.0,benzyl_fentanyl,0,True,False,Pendar-1,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row225,7.0,4_ANPP,0,True,False,Mira-3,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row226,1.0,benzyl_fentanyl,1,True,False,Agilent-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row228,9.0,blank,2,True,False,Mira-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row229,12.0,blank,1,False,True,Pendar-1,NRC_Canadian_SERS,locked_stress
4_ANPP,0,4,session3_row231,10.0,blank,4,True,False,Mira-3,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row232,6.0,4_ANPP,1,False,True,Pendar-1,NRC_Canadian_SERS,locked_held_unknown
4_ANPP,0,4,session3_row235,11.0,benzyl_fentanyl,0,True,False,Mira-3,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row236,2.0,4_ANPP,3,True,False,Agilent-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row238,6.0,4_ANPP,1,True,False,Mira-3,NRC_Canadian_SERS,locked_held_unknown
4_ANPP,0,4,session3_row242,3.0,blank,2,True,False,Agilent-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row243,12.0,blank,1,True,False,Mira-3,NRC_Canadian_SERS,train_known
4_ANPP,0,4,session3_row245,4.0,benzyl_fentanyl,2,True,False,Agilent-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row246,5.0,benzyl_fentanyl,1,True,False,Mira-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row248,6.0,4_ANPP,1,True,False,Mira-3,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row249,5.0,benzyl_fentanyl,1,True,False,Agilent-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row250,12.0,blank,1,True,False,Pendar-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row251,13.0,benzyl_fentanyl,2,True,False,Pendar-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row252,12.0,blank,1,True,False,Mira-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row253,6.0,4_ANPP,1,True,False,Agilent-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row254,14.0,4_ANPP,1,True,False,Pendar-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row255,14.0,4_ANPP,1,True,False,Mira-3,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row256,7.0,4_ANPP,0,True,False,Agilent-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row257,15.0,blank,3,True,False,Pendar-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row258,14.0,4_ANPP,1,True,False,Mira-3,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row259,8.0,blank,0,True,False,Agilent-1,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row260,15.0,blank,3,False,True,Pendar-1,NRC_Canadian_SERS,locked_stress
4_ANPP,0,4,session3_row261,15.0,blank,3,True,False,Mira-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row262,9.0,blank,2,True,False,Agilent-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row263,16.0,blank,0,True,False,Pendar-1,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row264,15.0,blank,3,True,False,Mira-3,NRC_Canadian_SERS,train_known
4_ANPP,0,4,session3_row265,10.0,blank,4,True,False,Agilent-1,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row268,11.0,benzyl_fentanyl,0,True,False,Agilent-1,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row271,12.0,blank,1,True,False,Agilent-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row275,13.0,benzyl_fentanyl,2,True,False,Agilent-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row277,16.0,blank,0,True,False,Pendar-1,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row279,17.0,4_ANPP,4,True,False,Agilent-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row281,17.0,4_ANPP,4,True,False,Pendar-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row283,15.0,blank,3,True,False,Agilent-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row284,18.0,4_ANPP,4,True,False,Pendar-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row285,15.0,blank,3,True,False,Mira-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row286,16.0,blank,0,True,False,Agilent-1,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row287,19.0,4_ANPP,3,True,False,Pendar-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row288,17.0,4_ANPP,4,True,False,Agilent-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row289,16.0,blank,0,True,False,Mira-3,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row290,17.0,4_ANPP,4,True,False,Mira-3,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row291,18.0,4_ANPP,4,True,False,Agilent-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row292,18.0,4_ANPP,4,True,False,Pendar-1,NRC_Canadian_SERS,locked_held_unknown
4_ANPP,0,4,session3_row293,20.0,blank,4,True,False,Mira-3,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row294,19.0,4_ANPP,3,True,False,Agilent-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row295,19.0,4_ANPP,3,True,False,Mira-3,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row296,16.0,blank,0,True,False,Pendar-1,NRC_Canadian_SERS,excluded_outer_known_test
4_ANPP,0,4,session3_row297,7.0,4_ANPP,0,True,False,Pendar-1,NRC_Canadian_SERS,locked_held_unknown
4_ANPP,0,4,session3_row298,8.0,blank,0,True,False,Pendar-1,NRC_Canadian_SERS,excluded_outer_known_test
4_ANPP,0,4,session3_row300,1.0,benzyl_fentanyl,1,True,False,Mira-3,NRC_Canadian_SERS,train_known
4_ANPP,0,4,session3_row301,2.0,4_ANPP,3,True,False,Mira-3,NRC_Canadian_SERS,locked_held_unknown
4_ANPP,0,4,session3_row303,20.0,blank,4,True,False,Agilent-1,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row304,3.0,blank,2,True,False,Mira-3,NRC_Canadian_SERS,train_known
4_ANPP,0,4,session3_row305,12.0,blank,1,True,False,Pendar-1,NRC_Canadian_SERS,train_known
4_ANPP,0,4,session3_row306,11.0,benzyl_fentanyl,0,True,False,Pendar-1,NRC_Canadian_SERS,excluded_outer_known_test
4_ANPP,0,4,session3_row307,4.0,benzyl_fentanyl,2,True,False,Mira-3,NRC_Canadian_SERS,train_known
4_ANPP,0,4,session3_row308,18.0,4_ANPP,4,True,False,Agilent-1,NRC_Canadian_SERS,locked_held_unknown
4_ANPP,0,4,session3_row309,18.0,4_ANPP,4,True,False,Agilent-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row310,5.0,benzyl_fentanyl,1,True,False,Mira-3,NRC_Canadian_SERS,train_known
4_ANPP,0,4,session3_row311,15.0,blank,3,True,False,Mira-3,NRC_Canadian_SERS,train_known
4_ANPP,0,4,session3_row312,16.0,blank,0,True,False,Pendar-1,NRC_Canadian_SERS,excluded_outer_known_test
4_ANPP,0,4,session3_row313,12.0,blank,1,True,False,Mira-3,NRC_Canadian_SERS,train_known
4_ANPP,0,4,session3_row314,6.0,4_ANPP,1,True,False,Agilent-1,NRC_Canadian_SERS,locked_held_unknown
4_ANPP,0,4,session3_row315,11.0,benzyl_fentanyl,0,True,False,Mira-3,NRC_Canadian_SERS,excluded_outer_known_test
4_ANPP,0,4,session3_row316,18.0,4_ANPP,4,True,False,Pendar-1,NRC_Canadian_SERS,locked_held_unknown
4_ANPP,0,4,session3_row317,19.0,4_ANPP,3,False,True,Pendar-1,NRC_Canadian_SERS,locked_held_unknown
4_ANPP,0,4,session3_row318,20.0,blank,4,True,False,Pendar-1,NRC_Canadian_SERS,calibration_known
4_ANPP,0,4,session3_row319,10.0,blank,4,True,False,Mira-3,NRC_Canadian_SERS,calibration_known
4_ANPP,0,4,session3_row320,15.0,blank,3,True,False,Pendar-1,NRC_Canadian_SERS,train_known
4_ANPP,0,4,session3_row321,9.0,blank,2,True,False,Mira-3,NRC_Canadian_SERS,train_known
4_ANPP,0,4,session3_row322,8.0,blank,0,True,False,Mira-3,NRC_Canadian_SERS,excluded_outer_known_test
4_ANPP,0,4,session3_row323,7.0,4_ANPP,0,True,False,Mira-3,NRC_Canadian_SERS,locked_held_unknown
4_ANPP,0,4,session3_row324,16.0,blank,0,True,False,Mira-3,NRC_Canadian_SERS,excluded_outer_known_test
4_ANPP,0,4,session3_row325,18.0,4_ANPP,4,True,False,Mira-3,NRC_Canadian_SERS,locked_held_unknown
4_ANPP,0,4,session3_row326,19.0,4_ANPP,3,True,False,Mira-3,NRC_Canadian_SERS,locked_held_unknown
4_ANPP,0,4,session3_row327,4.0,benzyl_fentanyl,2,True,False,Pendar-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row328,5.0,benzyl_fentanyl,1,True,False,Pendar-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row329,6.0,4_ANPP,1,True,False,Pendar-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row330,7.0,4_ANPP,0,True,False,Pendar-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row331,8.0,blank,0,True,False,Pendar-1,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row332,9.0,blank,2,True,False,Pendar-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row333,10.0,blank,4,True,False,Pendar-1,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row334,11.0,benzyl_fentanyl,0,True,False,Pendar-1,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row335,12.0,blank,1,True,False,Pendar-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row336,1.0,benzyl_fentanyl,1,True,False,Agilent-1,NRC_Canadian_SERS,train_known
4_ANPP,0,4,session3_row337,5.0,benzyl_fentanyl,1,True,False,Agilent-1,NRC_Canadian_SERS,train_known
4_ANPP,0,4,session3_row338,3.0,blank,2,True,False,Agilent-1,NRC_Canadian_SERS,train_known
4_ANPP,0,4,session3_row339,2.0,4_ANPP,3,True,False,Agilent-1,NRC_Canadian_SERS,locked_held_unknown
4_ANPP,0,4,session3_row340,20.0,blank,4,True,False,Mira-3,NRC_Canadian_SERS,calibration_known
4_ANPP,0,4,session3_row341,4.0,benzyl_fentanyl,2,True,False,Agilent-1,NRC_Canadian_SERS,train_known
4_ANPP,0,4,session3_row342,18.0,4_ANPP,4,True,False,Mira-3,NRC_Canadian_SERS,locked_held_unknown
4_ANPP,0,4,session3_row343,15.0,blank,3,True,False,Agilent-1,NRC_Canadian_SERS,train_known
4_ANPP,0,4,session3_row344,13.0,benzyl_fentanyl,2,True,False,Pendar-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row345,14.0,4_ANPP,1,True,False,Pendar-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row346,15.0,blank,3,True,False,Pendar-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row347,16.0,blank,0,True,False,Pendar-1,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row348,17.0,4_ANPP,4,True,False,Pendar-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row349,19.0,4_ANPP,3,True,False,Pendar-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row387,25.0,4_ANPP,2,True,False,RMX-2,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row388,25.0,4_ANPP,2,True,False,Pendar-3,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row389,26.0,acetaminophen,4,True,False,RMX-2,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row392,27.0,benzyl_fentanyl,2,True,False,RMX-2,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row393,28.0,acetaminophen,2,True,False,Pendar-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row394,28.0,acetaminophen,2,True,False,RMX-2,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row395,29.0,benzyl_fentanyl,4,True,False,Pendar-3,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row396,29.0,benzyl_fentanyl,4,True,False,RMX-2,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row397,30.0,4_ANPP,2,True,False,Pendar-3,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row398,30.0,4_ANPP,2,True,False,RMX-2,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row399,31.0,acetaminophen,1,True,False,Pendar-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row400,31.0,acetaminophen,1,True,False,RMX-2,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row401,25.0,4_ANPP,2,True,False,Mira-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row402,26.0,acetaminophen,4,False,True,Mira-1,pSERS_Metrohm_silver,locked_stress
4_ANPP,0,4,session3_row403,25.0,4_ANPP,2,True,False,Agilent-3,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row404,27.0,benzyl_fentanyl,2,True,False,Mira-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row405,26.0,acetaminophen,4,True,False,Agilent-3,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row406,27.0,benzyl_fentanyl,2,True,False,Agilent-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row407,28.0,acetaminophen,2,False,True,Mira-1,pSERS_Metrohm_silver,locked_stress
4_ANPP,0,4,session3_row408,28.0,acetaminophen,2,True,False,Agilent-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row409,29.0,benzyl_fentanyl,4,True,False,Mira-1,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row410,29.0,benzyl_fentanyl,4,True,False,Agilent-3,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row411,30.0,4_ANPP,2,True,False,Mira-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row412,30.0,4_ANPP,2,True,False,Agilent-3,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row413,31.0,acetaminophen,1,True,False,Mira-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row414,31.0,acetaminophen,1,True,False,Agilent-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row415,32.0,acetaminophen,3,True,False,Mira-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row416,32.0,acetaminophen,3,True,False,Agilent-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row417,33.0,benzyl_fentanyl,4,True,False,Mira-1,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row418,33.0,benzyl_fentanyl,4,True,False,Agilent-3,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row419,32.0,acetaminophen,3,True,False,Pendar-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row420,32.0,acetaminophen,3,True,False,RMX-2,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row421,33.0,benzyl_fentanyl,4,True,False,Pendar-3,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row422,33.0,benzyl_fentanyl,4,True,False,RMX-2,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row455,34.0,acetaminophen,4,True,False,Pendar-3,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row456,34.0,acetaminophen,4,True,False,RMX-2,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row457,35.0,benzyl_fentanyl,0,True,False,Pendar-3,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row458,35.0,benzyl_fentanyl,0,True,False,RMX-2,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row459,36.0,benzyl_fentanyl,3,True,False,Pendar-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row460,36.0,benzyl_fentanyl,3,True,False,RMX-2,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row461,37.0,4_ANPP,0,True,False,Pendar-3,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row462,37.0,4_ANPP,0,True,False,RMX-2,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row463,38.0,benzyl_fentanyl,3,True,False,Pendar-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row464,38.0,benzyl_fentanyl,3,True,False,RMX-2,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row465,39.0,benzyl_fentanyl,0,True,False,Pendar-3,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row466,39.0,benzyl_fentanyl,0,True,False,RMX-2,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row467,34.0,acetaminophen,4,True,False,Mira-1,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row468,34.0,acetaminophen,4,True,False,Agilent-3,pSERS_Metrohm_silver,calibration_known
4_ANPP,0,4,session3_row469,35.0,benzyl_fentanyl,0,True,False,Mira-1,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row470,35.0,benzyl_fentanyl,0,True,False,Agilent-3,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row471,36.0,benzyl_fentanyl,3,True,False,Mira-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row473,37.0,4_ANPP,0,True,False,Mira-1,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row474,37.0,4_ANPP,0,True,False,Agilent-3,pSERS_Metrohm_silver,locked_held_unknown
4_ANPP,0,4,session3_row475,38.0,benzyl_fentanyl,3,True,False,Mira-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row476,38.0,benzyl_fentanyl,3,True,False,Agilent-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row477,39.0,benzyl_fentanyl,0,True,False,Mira-1,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row478,39.0,benzyl_fentanyl,0,True,False,Agilent-3,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row479,40.0,acetaminophen,0,True,False,Mira-1,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row480,40.0,acetaminophen,0,True,False,Agilent-3,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row481,41.0,acetaminophen,0,True,False,Mira-1,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row482,41.0,acetaminophen,0,True,False,Agilent-3,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row483,40.0,acetaminophen,0,True,False,Pendar-3,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row484,40.0,acetaminophen,0,True,False,RMX-2,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row485,41.0,acetaminophen,0,True,False,Pendar-3,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row486,41.0,acetaminophen,0,True,False,RMX-2,pSERS_Metrohm_silver,excluded_outer_known_test
4_ANPP,0,4,session3_row487,36.0,benzyl_fentanyl,3,False,True,Pendar-3,pSERS_Metrohm_silver,locked_stress
4_ANPP,0,4,session3_row488,36.0,benzyl_fentanyl,3,False,True,Pendar-3,pSERS_Metrohm_silver,locked_stress
4_ANPP,0,4,session3_row491,36.0,benzyl_fentanyl,3,True,False,Pendar-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row492,36.0,benzyl_fentanyl,3,True,False,RMX-2,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row493,36.0,benzyl_fentanyl,3,True,False,Pendar-3,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row494,36.0,benzyl_fentanyl,3,True,False,RMX-2,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row495,36.0,benzyl_fentanyl,3,True,False,Mira-1,pSERS_Metrohm_silver,train_known
4_ANPP,0,4,session3_row496,36.0,benzyl_fentanyl,3,True,False,Agilent-3,pSERS_Metrohm_silver,train_known
